name,lat,lon,humidity,temp,temp_max,temp_min,wind mph,clouds
Sisimiut,66.9395,-53.6735,83.0,-8.38,-8.38,-8.38,1.77,0.0
Sistranda,63.7256,8.834,79.0,-10.0,-10.0,-10.0,4.63,20.0
Sitka,57.0531,-135.33,62.0,-11.0,-11.0,-11.0,3.58,1.0
Sola,-13.8833,167.55,77.0,27.76,27.76,27.76,7.67,69.0
Souillac,-20.5167,57.5167,74.0,27.0,27.0,27.0,4.12,40.0
Sovetskoye,52.2861,85.4131,90.0,-19.3,-19.3,-19.3,6.14,99.0
Spearfish,44.4908,-103.8594,71.0,-18.1,-15.56,-19.0,2.06,75.0
St. George's,12.0564,-61.7485,83.0,26.0,26.0,26.0,9.26,40.0
Stornoway,58.2093,-6.3865,55.0,1.86,2.0,1.67,4.12,20.0
Sukhobezvodnoye,57.0491,44.8891,95.0,-15.12,-15.12,-15.12,3.3,100.0
Sunyani,7.3399,-2.3268,21.0,36.96,36.96,36.96,1.31,1.0
Suzano,-23.5425,-46.3108,50.0,26.37,27.0,26.0,2.57,75.0
Sydney,-33.8679,151.2073,64.0,18.83,21.0,17.22,2.06,75.0
São Filipe,14.8961,-24.4956,68.0,22.76,22.76,22.76,4.2,30.0
São Gabriel da Cachoeira,-0.1303,-67.0892,66.0,30.0,30.0,30.0,2.57,40.0
Takoradze,4.8845,-1.7554,73.0,29.29,29.29,29.29,4.22,21.0
Taksimo,56.3444,114.8794,92.0,-9.02,-9.02,-9.02,1.54,100.0
Talara,-4.5772,-81.2719,58.0,29.0,29.0,29.0,5.14,40.0
Talavera,15.6167,120.9333,100.0,23.0,23.0,23.0,2.06,75.0
Talnakh,69.4865,88.3972,82.0,-24.16,-24.16,-24.16,2.28,19.0
Taltal,-25.4,-70.4833,66.0,20.64,20.64,20.64,2.52,49.0
Taoudenni,22.6783,-3.9836,11.0,29.51,29.51,29.51,4.13,0.0
Taquari,-29.7997,-51.8644,62.0,30.28,30.56,30.0,0.89,76.0
Tarakan,3.3,117.6333,76.0,27.28,27.28,27.28,1.3,100.0
Tasiilaq,65.6145,-37.6368,62.0,-11.0,-11.0,-11.0,1.03,75.0
Telfs,47.3,11.0667,75.0,1.51,4.0,0.0,3.6,75.0
Terrace Bay,48.7834,-87.1,59.0,-22.61,-22.0,-23.0,3.09,90.0
Thinadhoo,0.5333,72.9333,74.0,27.96,27.96,27.96,5.58,31.0
Thompson,55.7435,-97.8558,67.0,-38.0,-38.0,-38.0,1.03,75.0
Thunder Bay,48.4001,-89.3168,70.0,-24.15,-22.22,-25.0,3.09,75.0
Tiksi,71.6872,128.8694,88.0,-27.6,-27.6,-27.6,1.99,9.0
Tilichiki,60.4667,166.1,92.0,-19.67,-19.67,-19.67,5.09,100.0
Timrå,62.487,17.3257,79.0,-11.05,-11.0,-11.11,3.09,0.0
Tocopilla,-22.092,-70.1979,54.0,23.62,23.62,23.62,2.35,15.0
Tomatlán,19.9333,-105.25,59.0,24.68,24.68,24.68,0.36,3.0
Touros,-5.1989,-35.4608,55.0,32.0,32.0,32.0,8.23,40.0
Troitskoye,52.9821,84.6757,89.0,-22.23,-22.23,-22.23,5.02,100.0
Tual,-5.6667,132.75,77.0,28.54,28.54,28.54,6.87,99.0
Tuatapere,-46.1333,167.6833,91.0,10.81,10.81,10.81,6.77,100.0
Tuktoyaktuk,69.4541,-133.0374,68.0,-35.0,-35.0,-35.0,4.12,1.0
Tura,25.5198,90.2201,39.0,17.02,17.02,17.02,1.15,50.0
Turbat,26.0023,63.044,26.0,18.99,18.99,18.99,1.68,71.0
Ulcinj,41.9294,19.2244,87.0,11.35,14.0,8.33,5.14,90.0
Umluj,25.0213,37.2685,45.0,26.26,26.26,26.26,4.55,91.0
Upernavik,72.7868,-56.1549,87.0,-14.59,-14.59,-14.59,3.93,3.0
Ushuaia,-54.8,-68.3,29.0,26.0,26.0,26.0,6.17,20.0
Ust'-Kulom,61.6864,53.6902,89.0,-26.21,-26.21,-26.21,1.28,91.0
Ust-Nera,64.5667,143.2,78.0,-15.11,-15.11,-15.11,2.27,42.0
Vaini,-21.2,-175.2,94.0,25.0,25.0,25.0,2.57,20.0
Vanimo,-2.6741,141.3028,88.0,25.37,25.37,25.37,2.5,100.0
Vao,-22.6667,167.4833,84.0,24.8,24.8,24.8,6.9,0.0
Vardø,70.3705,31.1107,73.0,-6.0,-6.0,-6.0,13.38,40.0
Varnavino,57.4035,45.0916,94.0,-17.24,-17.24,-17.24,3.12,96.0
Verkh-Suetka,53.3,80.05,87.0,-30.57,-30.57,-30.57,3.38,98.0
Verkhoyansk,67.5447,133.385,79.0,-30.47,-30.47,-30.47,0.8,59.0
Verāval,20.9,70.3667,69.0,22.44,22.44,22.44,3.48,100.0
Vestmannaeyjar,63.4427,-20.2734,70.0,4.0,4.0,4.0,7.2,40.0
Vila Velha,-20.3297,-40.2925,62.0,28.66,30.0,27.78,4.63,40.0
Vorotynets,56.0603,45.8633,94.0,-14.82,-14.82,-14.82,4.03,100.0
Voskresenskoye,56.8381,45.4317,95.0,-14.07,-14.07,-14.07,3.07,100.0
Vostok,46.4856,135.8833,92.0,-19.84,-19.84,-19.84,1.82,90.0
Voznesen'ye,61.0106,35.4781,92.0,-18.32,-18.32,-18.32,1.23,34.0
Waingapu,-9.6567,120.2641,79.0,25.95,25.95,25.95,2.05,100.0
Wajir,1.7471,40.0573,23.0,36.0,36.0,36.0,4.12,0.0
Walvis Bay,-22.9575,14.5053,68.0,21.59,22.0,21.11,3.09,0.0
Wexford,52.3342,-6.4575,71.0,2.04,2.22,1.67,3.13,99.0
Winnemucca,40.973,-117.7357,65.0,4.0,4.0,4.0,1.58,90.0
Yabrūd,33.9674,36.6574,33.0,12.64,16.0,7.78,5.14,0.0
Yangi Marg`ilon,40.4272,71.7189,81.0,10.0,10.0,10.0,1.03,100.0
Yar-Sale,66.8333,70.8333,85.0,-31.07,-31.07,-31.07,5.32,76.0
Yellowknife,62.456,-114.3525,76.0,-25.08,-23.89,-26.0,3.09,20.0
Yizheng,24.6706,103.4296,93.0,4.97,4.97,4.97,0.93,0.0
Yokadouma,3.5167,15.05,16.0,35.74,35.74,35.74,1.19,100.0
Yuanping,38.7153,112.7575,69.0,1.89,1.89,1.89,0.41,0.0
Yumen,40.2833,97.2,67.0,1.65,1.65,1.65,11.24,34.0
Yuzhno-Kurilsk,44.0306,145.8556,90.0,-5.52,-5.52,-5.52,5.09,83.0
Zamość,50.7231,23.252,80.0,-4.0,-4.0,-4.0,1.03,40.0
Zhangaözen,43.3,52.8,62.0,7.12,7.12,7.12,1.96,0.0
Zhanjiang,21.2815,110.3427,84.0,16.12,16.12,16.12,3.38,51.0
Zhigansk,66.7697,123.3711,85.0,-28.79,-28.79,-28.79,4.44,0.0
Zverinogolovskoye,54.4586,64.8542,86.0,-24.72,-24.72,-24.72,1.59,100.0
Ürümqi,43.801,87.6005,93.0,-7.0,-7.0,-7.0,1.0,40.0
‘Ewa Beach,21.3156,-158.0072,77.0,14.42,16.0,13.0,1.54,1.0
